experiencia,episodio,passos,recompensa_total,recompensa_descontada,sucesso
Labirinto_Treino,1,229,-428.00,-25.525503,1
Labirinto_Treino,2,239,-414.00,-27.767762,1
Labirinto_Treino,3,459,-866.00,-30.952633,1
Labirinto_Treino,4,333,-656.00,-28.219898,1
Labirinto_Treino,5,500,-1120.00,-29.611844,0
Labirinto_Treino,6,500,-1056.00,-31.651922,0
Labirinto_Treino,7,432,-907.00,-31.785638,1
Labirinto_Treino,8,251,-462.00,-28.067977,1
Labirinto_Treino,9,500,-944.00,-15.957139,0
Labirinto_Treino,10,251,-354.00,-15.645043,1
Labirinto_Treino,11,456,-927.00,-30.228581,1
Labirinto_Treino,12,308,-571.00,-28.000098,1
Labirinto_Treino,13,88,-119.00,-27.623360,1
Labirinto_Treino,14,17,56.00,-3.560534,1
Labirinto_Treino,15,222,-405.00,-28.059251,1
Labirinto_Treino,16,436,-871.00,-28.046060,1
Labirinto_Treino,17,422,-833.00,-29.137214,1
Labirinto_Treino,18,133,-196.00,-26.487950,1
Labirinto_Treino,19,56,-31.00,-27.669073,1
Labirinto_Treino,20,220,-455.00,-26.960311,1
Labirinto_Treino,21,241,-456.00,-27.629946,1
Labirinto_Treino,22,500,-956.00,-22.363401,0
Labirinto_Treino,23,500,-984.00,-25.595007,0
Labirinto_Treino,24,66,-57.00,-28.452901,1
Labirinto_Treino,25,500,-924.00,-20.735043,0
Labirinto_Treino,26,26,23.00,-20.595460,1
Labirinto_Treino,27,419,-650.00,-21.826720,1
Labirinto_Treino,28,500,-1092.00,-31.089862,0
Labirinto_Treino,29,152,-183.00,-13.292332,1
Labirinto_Treino,30,492,-1007.00,-28.239149,1
Labirinto_Treino,31,27,26.00,-21.846103,1
Labirinto_Treino,32,123,-178.00,-30.035243,1
Labirinto_Treino,33,395,-742.00,-27.526511,1
Labirinto_Treino,34,67,-26.00,-19.862931,1
Labirinto_Treino,35,500,-820.00,-20.362443,0
Labirinto_Treino,36,500,-888.00,-22.355755,0
Labirinto_Treino,37,93,-96.00,-27.977012,1
Labirinto_Treino,38,500,-1016.00,-24.305377,0
Labirinto_Treino,39,6,87.00,48.037900,1
Labirinto_Treino,40,185,-296.00,-28.048050,1
Labirinto_Treino,41,500,-1032.00,-29.829923,0
Labirinto_Treino,42,1,100.00,100.000000,1
Labirinto_Treino,43,77,-44.00,-12.752186,1
Labirinto_Treino,44,451,-618.00,-11.677326,1
Labirinto_Treino,45,28,29.00,-21.348188,1
Labirinto_Treino,46,208,-355.00,-27.601435,1
Labirinto_Treino,47,500,-1056.00,-29.729945,0
Labirinto_Treino,48,137,-152.00,-18.204716,1
Labirinto_Treino,49,115,-134.00,-26.541859,1
Labirinto_Treino,50,500,-1008.00,-26.978753,0
Labirinto_Treino,51,500,-1032.00,-28.649075,0
Labirinto_Treino,52,132,-175.00,-13.107120,1
Labirinto_Treino,53,500,-788.00,-15.229655,0
Labirinto_Treino,54,130,-177.00,-28.600090,1
Labirinto_Treino,55,479,-730.00,-17.826509,1
Labirinto_Treino,56,321,-660.00,-27.610026,1
Labirinto_Treino,57,500,-872.00,-19.333386,0
Labirinto_Treino,58,43,-14.00,-28.191665,1
Labirinto_Treino,59,211,-386.00,-26.967791,1
Labirinto_Treino,60,468,-751.00,-15.072635,1
Labirinto_Treino,61,500,-1060.00,-26.646746,0
Labirinto_Treino,62,23,42.00,-17.426120,1
Labirinto_Treino,63,85,-76.00,-23.375523,1
Labirinto_Treino,64,95,-102.00,-26.008599,1
Labirinto_Treino,65,500,-856.00,-12.141184,0
Labirinto_Treino,66,500,-888.00,-16.139345,0
Labirinto_Treino,67,3,94.00,75.100000,1
Labirinto_Treino,68,500,-1076.00,-30.288810,0
Labirinto_Treino,69,191,-310.00,-26.007491,1
Labirinto_Treino,70,500,-856.00,-11.060334,0
Labirinto_Treino,71,141,-196.00,-29.022935,1
Labirinto_Treino,72,1,100.00,100.000000,1
Labirinto_Treino,73,279,-354.00,-12.668258,1
Labirinto_Treino,74,100,-143.00,-29.193460,1
Labirinto_Treino,75,500,-804.00,-14.566369,0
Labirinto_Treino,76,500,-1148.00,-29.722626,0
Labirinto_Treino,77,356,-495.00,-20.471101,1
Labirinto_Treino,78,362,-637.00,-32.678091,1
Labirinto_Treino,79,128,-123.00,-15.614460,1
Labirinto_Treino,80,161,-276.00,-21.385022,1
Labirinto_Treino,81,500,-888.00,-13.786326,0
Labirinto_Treino,82,198,-225.00,-16.005841,1
Labirinto_Treino,83,127,-190.00,-28.260904,1
Labirinto_Treino,84,500,-792.00,-20.796178,0
Labirinto_Treino,85,500,-1016.00,-25.915727,0
Labirinto_Treino,86,461,-688.00,-14.748122,1
Labirinto_Treino,87,151,-246.00,-27.528420,1
Labirinto_Treino,88,56,-11.00,-16.347514,1
Labirinto_Treino,89,111,-130.00,-21.075196,1
Labirinto_Treino,90,30,47.00,-9.342968,1
Labirinto_Treino,91,235,-322.00,-15.627617,1
Labirinto_Treino,92,500,-840.00,-12.922486,0
Labirinto_Treino,93,487,-742.00,-13.731769,1
Labirinto_Treino,94,200,-359.00,-29.753219,1
Labirinto_Treino,95,466,-653.00,-18.383858,1
Labirinto_Treino,96,473,-920.00,-25.455214,1
Labirinto_Treino,97,4,97.00,70.190000,1
Labirinto_Treino,98,500,-880.00,-10.792728,0
Labirinto_Treino,99,3,94.00,75.500000,1
Labirinto_Treino,100,500,-896.00,-21.750541,0
Labirinto_Treino,101,500,-1060.00,-26.873985,0
Labirinto_Treino,102,139,-110.00,-11.016936,1
Labirinto_Treino,103,500,-816.00,-11.027977,0
Labirinto_Treino,104,393,-776.00,-26.687154,1
Labirinto_Treino,105,29,40.00,-13.298554,1
Labirinto_Treino,106,500,-880.00,-14.529639,0
Labirinto_Treino,107,134,-117.00,-17.155899,1
Labirinto_Treino,108,3,90.00,71.500000,1
Labirinto_Treino,109,41,0.00,-25.598493,1
Labirinto_Treino,110,63,-38.00,-26.218375,1
Labirinto_Treino,111,111,-162.00,-30.514635,1
Labirinto_Treino,112,393,-496.00,-12.376407,1
Labirinto_Treino,113,500,-844.00,-16.780225,0
Labirinto_Treino,114,500,-804.00,-12.548944,0
Labirinto_Treino,115,124,-139.00,-17.287751,1
Labirinto_Treino,116,67,-30.00,-14.070885,1
Labirinto_Treino,117,217,-264.00,-20.312763,1
Labirinto_Treino,118,9,88.00,34.989433,1
Labirinto_Treino,119,132,-163.00,-17.070804,1
Labirinto_Treino,120,1,100.00,100.000000,1
Labirinto_Treino,121,500,-844.00,-15.146314,0
Labirinto_Treino,122,197,-312.00,-27.793635,1
Labirinto_Treino,123,204,-363.00,-27.815020,1
Labirinto_Treino,124,125,-160.00,-27.465716,1
Labirinto_Treino,125,500,-968.00,-16.945967,0
Labirinto_Treino,126,500,-812.00,-16.938744,0
Labirinto_Treino,127,29,60.00,-6.201857,1
Labirinto_Treino,128,500,-1064.00,-25.846728,0
Labirinto_Treino,129,417,-548.00,-13.144457,1
Labirinto_Treino,130,313,-556.00,-27.025081,1
Labirinto_Treino,131,89,-28.00,-10.349284,1
Labirinto_Treino,132,156,-263.00,-26.430782,1
Labirinto_Treino,133,2,99.00,89.000000,1
Labirinto_Treino,134,209,-356.00,-27.619299,1
Labirinto_Treino,135,500,-848.00,-22.731211,0
Labirinto_Treino,136,286,-537.00,-28.717028,1
Labirinto_Treino,137,498,-849.00,-16.405886,1
Labirinto_Treino,138,487,-690.00,-14.778025,1
Labirinto_Treino,139,500,-824.00,-14.504362,0
Labirinto_Treino,140,500,-828.00,-19.421664,0
Labirinto_Treino,141,239,-262.00,-15.699781,1
Labirinto_Treino,142,303,-386.00,-15.346099,1
Labirinto_Treino,143,182,-185.00,-19.087249,1
Labirinto_Treino,144,368,-443.00,-19.928693,1
Labirinto_Treino,145,23,46.00,-15.017566,1
Labirinto_Treino,146,500,-799.00,-15.854088,1
Labirinto_Treino,147,500,-740.00,-16.792916,0
Labirinto_Treino,148,407,-790.00,-28.064299,1
Labirinto_Treino,149,500,-852.00,-16.176689,0
Labirinto_Treino,150,412,-615.00,-19.958783,1
Labirinto_Treino,151,214,-345.00,-24.121164,1
Labirinto_Treino,152,2,99.00,89.000000,1
Labirinto_Treino,153,375,-710.00,-26.993533,1
Labirinto_Treino,154,56,17.00,-16.834938,1
Labirinto_Treino,155,129,-188.00,-26.430309,1
Labirinto_Treino,156,494,-865.00,-16.179276,1
Labirinto_Treino,157,315,-442.00,-19.972480,1
Labirinto_Treino,158,110,-101.00,-18.061463,1
Labirinto_Treino,159,500,-884.00,-14.117595,0
Labirinto_Treino,160,153,-168.00,-11.489058,1
Labirinto_Treino,161,213,-204.00,-15.745465,1
Labirinto_Treino,162,403,-566.00,-16.976026,1
Labirinto_Treino,163,334,-413.00,-16.210821,1
Labirinto_Treino,164,426,-585.00,-12.930724,1
Labirinto_Treino,165,103,-126.00,-23.700171,1
Labirinto_Treino,166,2,99.00,89.000000,1
Labirinto_Treino,167,500,-824.00,-10.814880,0
Labirinto_Treino,168,118,-165.00,-29.158633,1
Labirinto_Treino,169,500,-792.00,-11.362539,0
Labirinto_Treino,170,500,-836.00,-19.006962,0
Labirinto_Treino,171,415,-638.00,-23.697132,1
Labirinto_Treino,172,246,-269.00,-16.326519,1
Labirinto_Treino,173,78,-69.00,-16.951732,1
Labirinto_Treino,174,374,-461.00,-15.545693,1
Labirinto_Treino,175,500,-788.00,-12.776415,0
Labirinto_Treino,176,10,83.00,27.629894,1
Labirinto_Treino,177,500,-852.00,-18.231963,0
Labirinto_Treino,178,500,-884.00,-14.526454,0
Labirinto_Treino,179,500,-1004.00,-17.116614,0
Labirinto_Treino,180,170,-177.00,-10.157914,1
Labirinto_Treino,181,500,-852.00,-17.461731,0
Labirinto_Treino,182,500,-844.00,-21.063170,0
Labirinto_Treino,183,38,59.00,-9.491557,1
Labirinto_Treino,184,299,-434.00,-15.889140,1
Labirinto_Treino,185,407,-518.00,-15.380708,1
Labirinto_Treino,186,209,-244.00,-20.708859,1
Labirinto_Treino,187,5,96.00,62.171000,1
Labirinto_Treino,188,304,-359.00,-12.900633,1
Labirinto_Treino,189,54,7.00,-13.632233,1
Labirinto_Treino,190,263,-410.00,-15.506998,1
Labirinto_Treino,191,209,-272.00,-16.036937,1
Labirinto_Treino,192,32,45.00,-13.130170,1
Labirinto_Treino,193,128,-159.00,-20.963498,1
Labirinto_Treino,194,267,-282.00,-12.259396,1
Labirinto_Treino,195,402,-561.00,-25.007135,1
Labirinto_Treino,196,213,-236.00,-15.444391,1
Labirinto_Treino,197,500,-972.00,-18.010302,0
Labirinto_Treino,198,500,-768.00,-17.330089,0
Labirinto_Treino,199,500,-832.00,-15.634908,0
Labirinto_Treino,200,500,-1024.00,-27.968893,0
Labirinto_Treino,201,18,75.00,2.120500,1
Labirinto_Treino,202,73,-12.00,-14.769572,1
Labirinto_Treino,203,12,81.00,20.031442,1
Labirinto_Treino,204,500,-816.00,-22.063846,0
Labirinto_Treino,205,500,-792.00,-17.702553,0
Labirinto_Treino,206,100,-71.00,-11.597400,1
Labirinto_Treino,207,75,-22.00,-18.729791,1
Labirinto_Treino,208,451,-578.00,-11.514725,1
Labirinto_Treino,209,38,31.00,-12.454345,1
Labirinto_Treino,210,5,92.00,58.171000,1
Labirinto_Treino,211,376,-495.00,-21.168487,1
Labirinto_Treino,212,371,-502.00,-18.072713,1
Labirinto_Treino,213,500,-820.00,-11.651556,0
Labirinto_Treino,214,350,-433.00,-12.212226,1
Labirinto_Treino,215,52,25.00,-16.773969,1
Labirinto_Treino,216,49,12.00,-16.942887,1
Labirinto_Treino,217,285,-376.00,-15.978794,1
Labirinto_Treino,218,255,-290.00,-19.134940,1
Labirinto_Treino,219,131,-130.00,-12.586831,1
Labirinto_Treino,220,483,-646.00,-14.980309,1
Labirinto_Treino,221,12,89.00,24.519166,1
Labirinto_Treino,222,416,-595.00,-13.937499,1
Labirinto_Treino,223,100,-59.00,-15.895242,1
Labirinto_Treino,224,1,100.00,100.000000,1
Labirinto_Treino,225,83,-26.00,-11.631824,1
Labirinto_Treino,226,33,40.00,-10.905234,1
Labirinto_Treino,227,396,-535.00,-13.574550,1
Labirinto_Treino,228,500,-844.00,-16.317228,0
Labirinto_Treino,229,110,-65.00,-20.154855,1
Labirinto_Treino,230,401,-564.00,-14.929828,1
Labirinto_Treino,231,403,-730.00,-23.343600,1
Labirinto_Treino,232,322,-429.00,-15.129009,1
Labirinto_Treino,233,500,-832.00,-12.831750,0
Labirinto_Treino,234,493,-708.00,-12.526358,1
Labirinto_Treino,235,7,90.00,45.834110,1
Labirinto_Treino,236,14,79.00,13.921573,1
Labirinto_Treino,237,109,-72.00,-14.440536,1
Labirinto_Treino,238,1,100.00,100.000000,1
Labirinto_Treino,239,54,-5.00,-14.616269,1
Labirinto_Treino,240,1,100.00,100.000000,1
Labirinto_Treino,241,364,-463.00,-13.496561,1
Labirinto_Treino,242,500,-788.00,-14.196707,0
Labirinto_Treino,243,500,-764.00,-14.758059,0
Labirinto_Treino,244,4,97.00,70.190000,1
Labirinto_Treino,245,236,-267.00,-19.557401,1
Labirinto_Treino,246,500,-788.00,-21.410378,0
Labirinto_Treino,247,62,-1.00,-19.442557,1
Labirinto_Treino,248,4,93.00,66.190000,1
Labirinto_Treino,249,16,77.00,9.012968,1
Labirinto_Treino,250,249,-192.00,-16.473780,1
Labirinto_Treino,251,2,99.00,89.000000,1
Labirinto_Treino,252,1,100.00,100.000000,1
Labirinto_Treino,253,393,-472.00,-13.883274,1
Labirinto_Treino,254,167,-138.00,-16.103830,1
Labirinto_Treino,255,137,-136.00,-17.474872,1
Labirinto_Treino,256,500,-772.00,-11.304314,0
Labirinto_Treino,257,128,-67.00,-12.976949,1
Labirinto_Treino,258,32,53.00,-9.234885,1
Labirinto_Treino,259,166,-165.00,-18.102547,1
Labirinto_Treino,260,33,60.00,-9.588556,1
Labirinto_Treino,261,170,-149.00,-14.168129,1
Labirinto_Treino,262,2,99.00,89.000000,1
Labirinto_Treino,263,270,-349.00,-11.461278,1
Labirinto_Treino,264,462,-649.00,-23.140976,1
Labirinto_Treino,265,110,-69.00,-11.262517,1
Labirinto_Treino,266,332,-367.00,-12.785701,1
Labirinto_Treino,267,80,-19.00,-16.287238,1
Labirinto_Treino,268,7,94.00,48.458510,1
Labirinto_Treino,269,103,-54.00,-10.781905,1
Labirinto_Treino,270,1,100.00,100.000000,1
Labirinto_Treino,271,500,-804.00,-19.694620,0
Labirinto_Treino,272,500,-952.00,-16.990585,0
Labirinto_Treino,273,258,-341.00,-20.190569,1
Labirinto_Treino,274,250,-301.00,-19.370687,1
Labirinto_Treino,275,322,-457.00,-23.957830,1
Labirinto_Treino,276,16,85.00,12.648025,1
Labirinto_Treino,277,178,-153.00,-17.681428,1
Labirinto_Treino,278,140,-127.00,-14.316395,1
Labirinto_Treino,279,1,100.00,100.000000,1
Labirinto_Treino,280,254,-301.00,-14.609142,1
Labirinto_Treino,281,87,-22.00,-11.966124,1
Labirinto_Treino,282,56,9.00,-15.344385,1
Labirinto_Treino,283,13,84.00,18.151249,1
Labirinto_Treino,284,500,-868.00,-14.305075,0
Labirinto_Treino,285,281,-304.00,-10.046155,1
Labirinto_Treino,286,426,-557.00,-11.965676,1
Labirinto_Treino,287,410,-537.00,-10.360582,1
Labirinto_Treino,288,500,-760.00,-17.967108,0
Labirinto_Treino,289,261,-284.00,-12.976681,1
Labirinto_Treino,290,132,-111.00,-19.783424,1
Labirinto_Treino,291,5,96.00,62.171000,1
Labirinto_Treino,292,234,-261.00,-18.651092,1
Labirinto_Treino,293,66,-5.00,-12.551402,1
Labirinto_Treino,294,1,100.00,100.000000,1
Labirinto_Treino,295,91,-30.00,-14.537147,1
Labirinto_Treino,296,500,-784.00,-10.908206,0
Labirinto_Treino,297,143,-114.00,-17.332682,1
Labirinto_Treino,298,264,-319.00,-15.780876,1
Labirinto_Treino,299,433,-516.00,-11.282751,1
Labirinto_Treino,300,349,-432.00,-24.303899,1
Labirinto_Treino,301,45,36.00,-11.044534,1
Labirinto_Treino,302,500,-636.00,-10.056760,0
Labirinto_Treino,303,130,-85.00,-19.648468,1
Labirinto_Treino,304,269,-356.00,-13.710145,1
Labirinto_Treino,305,125,-120.00,-13.887893,1
Labirinto_Treino,306,500,-820.00,-12.574906,0
Labirinto_Treino,307,366,-441.00,-16.928806,1
Labirinto_Treino,308,189,-164.00,-13.979881,1
Labirinto_Treino,309,3,98.00,79.100000,1
Labirinto_Treino,310,158,-141.00,-17.155920,1
Labirinto_Treino,311,254,-285.00,-12.985919,1
Labirinto_Treino,312,51,14.00,-20.454987,1
Labirinto_Treino,313,346,-389.00,-10.080604,1
Labirinto_Treino,314,341,-484.00,-17.187249,1
Labirinto_Treino,315,44,45.00,-12.029405,1
Labirinto_Treino,316,214,-253.00,-19.368253,1
Labirinto_Treino,317,25,64.00,-7.562443,1
Labirinto_Treino,318,426,-525.00,-15.206022,1
Labirinto_Treino,319,79,-50.00,-29.913341,1
Labirinto_Treino,320,500,-1028.00,-27.074251,0
Labirinto_Treino,321,211,-218.00,-10.895621,1
Labirinto_Treino,322,500,-776.00,-11.949932,0
Labirinto_Treino,323,7,94.00,48.458510,1
Labirinto_Treino,324,500,-792.00,-15.272728,0
Labirinto_Treino,325,21,72.00,0.330526,1
Labirinto_Treino,326,461,-580.00,-19.817029,1
Labirinto_Treino,327,234,-217.00,-15.763494,1
Labirinto_Treino,328,2,99.00,89.000000,1
Labirinto_Treino,329,294,-329.00,-17.751931,1
Labirinto_Treino,330,143,-122.00,-11.144731,1
Labirinto_Treino,331,26,71.00,-3.358365,1
Labirinto_Treino,332,320,-387.00,-14.645159,1
Labirinto_Treino,333,2,99.00,89.000000,1
Labirinto_Treino,334,264,-247.00,-11.494431,1
Labirinto_Treino,335,1,100.00,100.000000,1
Labirinto_Treino,336,40,25.00,-17.257937,1
Labirinto_Treino,337,326,-381.00,-12.892398,1
Labirinto_Treino,338,199,-210.00,-13.340070,1
Labirinto_Treino,339,500,-940.00,-13.705244,0
Labirinto_Treino,340,27,58.00,-6.241705,1
Labirinto_Treino,341,160,-183.00,-17.876418,1
Labirinto_Treino,342,98,-105.00,-23.462826,1
Labirinto_Treino,343,184,-183.00,-17.333509,1
Labirinto_Treino,344,4,93.00,66.590000,1
Labirinto_Treino,345,260,-251.00,-13.139763,1
Labirinto_Treino,346,500,-840.00,-21.918971,0
Labirinto_Treino,347,19,66.00,-0.294618,1
Labirinto_Treino,348,81,-28.00,-13.781753,1
Labirinto_Treino,349,28,61.00,-9.413453,1
Labirinto_Treino,350,278,-321.00,-19.119173,1
Labirinto_Treino,351,322,-389.00,-11.185521,1
Labirinto_Treino,352,81,-8.00,-11.091874,1
Labirinto_Treino,353,39,34.00,-16.622422,1
Labirinto_Treino,354,173,-160.00,-18.761650,1
Labirinto_Treino,355,396,-535.00,-12.788623,1
Labirinto_Treino,356,199,-206.00,-16.165694,1
Labirinto_Treino,357,500,-756.00,-15.554771,0
Labirinto_Treino,358,135,-110.00,-13.467996,1
Labirinto_Treino,359,500,-812.00,-10.019957,0
Labirinto_Treino,360,360,-427.00,-16.850319,1
Labirinto_Treino,361,217,-220.00,-20.209329,1
Labirinto_Treino,362,163,-146.00,-17.010515,1
Labirinto_Treino,363,32,57.00,-9.414581,1
Labirinto_Treino,364,308,-343.00,-13.744696,1
Labirinto_Treino,365,2,99.00,89.000000,1
Labirinto_Treino,366,186,-205.00,-12.200846,1
Labirinto_Treino,367,44,33.00,-12.192900,1
Labirinto_Treino,368,471,-698.00,-13.603946,1
Labirinto_Treino,369,225,-184.00,-11.914334,1
Labirinto_Treino,370,190,-145.00,-15.473100,1
Labirinto_Treino,371,1,100.00,100.000000,1
Labirinto_Treino,372,42,35.00,-16.866928,1
Labirinto_Treino,373,157,-112.00,-10.004912,1
Labirinto_Treino,374,14,75.00,9.207337,1
Labirinto_Treino,375,1,100.00,100.000000,1
Labirinto_Treino,376,130,-101.00,-16.729767,1
Labirinto_Treino,377,137,-120.00,-19.132654,1
Labirinto_Treino,378,500,-760.00,-15.510353,0
Labirinto_Treino,379,25,68.00,-3.287492,1
Labirinto_Treino,380,306,-357.00,-14.365609,1
Labirinto_Treino,381,349,-452.00,-10.312251,1
Labirinto_Treino,382,500,-728.00,-13.048543,0
Labirinto_Treino,383,188,-159.00,-11.948459,1
Labirinto_Treino,384,387,-506.00,-16.787839,1
Labirinto_Treino,385,3,98.00,79.100000,1
Labirinto_Treino,386,500,-792.00,-16.046513,0
Labirinto_Treino,387,2,99.00,89.000000,1
Labirinto_Treino,388,46,31.00,-17.010644,1
Labirinto_Treino,389,359,-530.00,-14.364838,1
Labirinto_Treino,390,22,67.00,-3.967018,1
Labirinto_Treino,391,500,-800.00,-10.899021,0
Labirinto_Treino,392,479,-710.00,-14.881565,1
Labirinto_Treino,393,500,-884.00,-12.478224,0
Labirinto_Treino,394,500,-796.00,-18.046901,0
Labirinto_Treino,395,39,38.00,-15.436735,1
Labirinto_Treino,396,441,-608.00,-14.536196,1
Labirinto_Treino,397,36,37.00,-13.651619,1
Labirinto_Treino,398,4,97.00,70.190000,1
Labirinto_Treino,399,336,-375.00,-15.151124,1
Labirinto_Treino,400,16,81.00,10.522261,1
Labirinto_Treino,401,487,-614.00,-11.803343,1
Labirinto_Treino,402,500,-688.00,-16.450275,0
Labirinto_Treino,403,17,68.00,3.959310,1
Labirinto_Treino,404,500,-744.00,-14.511868,0
Labirinto_Treino,405,92,-107.00,-26.729620,1
Labirinto_Treino,406,6,91.00,52.037900,1
Labirinto_Treino,407,500,-840.00,-15.953173,0
Labirinto_Treino,408,211,-222.00,-15.878913,1
Labirinto_Treino,409,10,91.00,32.616254,1
Labirinto_Treino,410,147,-106.00,-11.100773,1
Labirinto_Treino,411,3,98.00,79.100000,1
Labirinto_Treino,412,90,-45.00,-18.261905,1
Labirinto_Treino,413,453,-760.00,-14.753958,1
Labirinto_Treino,414,58,11.00,-16.589963,1
Labirinto_Treino,415,69,8.00,-10.311245,1
Labirinto_Treino,416,167,-150.00,-17.527370,1
Labirinto_Treino,417,1,100.00,100.000000,1
Labirinto_Treino,418,500,-772.00,-13.477183,0
Labirinto_Treino,419,169,-132.00,-17.663199,1
Labirinto_Treino,420,218,-205.00,-14.063645,1
Labirinto_Treino,421,164,-119.00,-12.887355,1
Labirinto_Treino,422,216,-227.00,-17.086681,1
Labirinto_Treino,423,157,-128.00,-14.205580,1
Labirinto_Treino,424,330,-381.00,-16.629605,1
Labirinto_Treino,425,75,-2.00,-12.989709,1
Labirinto_Treino,426,500,-748.00,-14.933100,0
Labirinto_Treino,427,41,60.00,-8.374103,1
Labirinto_Treino,428,305,-344.00,-15.912474,1
Labirinto_Treino,429,318,-433.00,-19.521715,1
Labirinto_Treino,430,86,-13.00,-13.721611,1
Labirinto_Treino,431,500,-860.00,-19.064882,0
Labirinto_Treino,432,500,-808.00,-13.433953,0
Labirinto_Treino,433,500,-916.00,-13.477177,0
Labirinto_Treino,434,175,-194.00,-10.703076,1
Labirinto_Treino,435,196,-175.00,-17.111862,1
Labirinto_Treino,436,12,85.00,22.157206,1
Labirinto_Treino,437,339,-410.00,-13.237348,1
Labirinto_Treino,438,97,-40.00,-12.861809,1
Labirinto_Treino,439,500,-784.00,-17.368945,0
Labirinto_Treino,440,337,-532.00,-10.639922,1
Labirinto_Treino,441,165,-200.00,-14.822483,1
Labirinto_Treino,442,261,-268.00,-14.940449,1
Labirinto_Treino,443,420,-527.00,-17.781421,1
Labirinto_Treino,444,1,100.00,100.000000,1
Labirinto_Treino,445,500,-788.00,-14.249616,0
Labirinto_Treino,446,57,4.00,-22.298374,1
Labirinto_Treino,447,284,-283.00,-12.119677,1
Labirinto_Treino,448,3,98.00,79.100000,1
Labirinto_Treino,449,500,-932.00,-14.759729,0
Labirinto_Treino,450,215,-186.00,-12.859981,1
Labirinto_Treino,451,131,-70.00,-10.004943,1
Labirinto_Treino,452,3,98.00,79.100000,1
Labirinto_Treino,453,97,-52.00,-22.472111,1
Labirinto_Treino,454,53,16.00,-17.287694,1
Labirinto_Treino,455,172,-131.00,-13.222599,1
Labirinto_Treino,456,75,-2.00,-10.849863,1
Labirinto_Treino,457,52,25.00,-17.433915,1
Labirinto_Treino,458,89,-16.00,-12.820919,1
Labirinto_Treino,459,72,-11.00,-14.398757,1
Labirinto_Treino,460,450,-577.00,-16.667795,1
Labirinto_Treino,461,1,100.00,100.000000,1
Labirinto_Treino,462,325,-376.00,-14.499324,1
Labirinto_Treino,463,441,-600.00,-13.447659,1
Labirinto_Treino,464,68,9.00,-11.309800,1
Labirinto_Treino,465,169,-140.00,-14.614579,1
Labirinto_Treino,466,187,-170.00,-15.987163,1
Labirinto_Treino,467,12,85.00,21.894766,1
Labirinto_Treino,468,196,-179.00,-15.896699,1
Labirinto_Treino,469,186,-245.00,-15.788786,1
Labirinto_Treino,470,337,-444.00,-14.306950,1
Labirinto_Treino,471,32,49.00,-12.295104,1
Labirinto_Treino,472,500,-820.00,-10.730181,0
Labirinto_Treino,473,500,-964.00,-13.650373,0
Labirinto_Treino,474,71,-46.00,-21.340427,1
Labirinto_Treino,475,261,-260.00,-15.448854,1
Labirinto_Treino,476,237,-268.00,-15.185612,1
Labirinto_Treino,477,240,-291.00,-13.833489,1
Labirinto_Treino,478,8,93.00,42.612659,1
Labirinto_Treino,479,206,-181.00,-15.197993,1
Labirinto_Treino,480,112,-51.00,-15.488257,1
Labirinto_Treino,481,410,-441.00,-10.025452,1
Labirinto_Treino,482,64,17.00,-13.344032,1
Labirinto_Treino,483,326,-361.00,-10.408622,1
Labirinto_Treino,484,492,-747.00,-15.109930,1
Labirinto_Treino,485,275,-322.00,-16.736473,1
Labirinto_Treino,486,235,-254.00,-13.500057,1
Labirinto_Treino,487,10,91.00,32.616254,1
Labirinto_Treino,488,500,-820.00,-18.658283,0
Labirinto_Treino,489,148,-115.00,-16.314562,1
Labirinto_Treino,490,179,-158.00,-14.198171,1
Labirinto_Treino,491,360,-451.00,-18.017281,1
Labirinto_Treino,492,64,-3.00,-16.943737,1
Labirinto_Treino,493,127,-86.00,-10.552772,1
Labirinto_Treino,494,258,-321.00,-12.672289,1
Labirinto_Treino,495,115,-62.00,-15.269580,1
Labirinto_Treino,496,16,77.00,9.376474,1
Labirinto_Treino,497,128,-79.00,-13.244440,1
Labirinto_Treino,498,24,61.00,-9.351164,1
Labirinto_Treino,499,223,-230.00,-17.287778,1
Labirinto_Treino,500,41,28.00,-12.530394,1
Labirinto_Treino,501,19,66.00,-0.651214,1
Labirinto_Treino,502,467,-710.00,-17.186400,1
Labirinto_Treino,503,310,-329.00,-16.584489,1
Labirinto_Treino,504,9,84.00,29.751393,1
Labirinto_Treino,505,12,85.00,21.279166,1
Labirinto_Treino,506,332,-379.00,-10.210755,1
Labirinto_Treino,507,500,-824.00,-16.406023,0
Labirinto_Treino,508,10,87.00,29.700254,1
Labirinto_Treino,509,4,97.00,70.190000,1
Labirinto_Treino,510,9,92.00,37.351393,1
Labirinto_Treino,511,3,98.00,79.100000,1
Labirinto_Treino,512,477,-712.00,-10.466580,1
Labirinto_Treino,513,365,-400.00,-10.077629,1
Labirinto_Treino,514,498,-733.00,-16.507189,1
Labirinto_Treino,515,192,-215.00,-14.126356,1
Labirinto_Treino,516,386,-493.00,-10.570564,1
Labirinto_Treino,517,267,-286.00,-10.049598,1
Labirinto_Treino,518,333,-392.00,-13.121334,1
Labirinto_Treino,519,204,-167.00,-13.317687,1
Labirinto_Treino,520,67,2.00,-16.737825,1
Labirinto_Treino,521,450,-605.00,-16.164278,1
Labirinto_Treino,522,380,-447.00,-16.800787,1
Labirinto_Treino,523,58,27.00,-13.849417,1
